group,variable,value
Bangladesh,1987,351.241
Bangladesh,1988,275.581
Bangladesh,1989,243.161
Bangladesh,1990,395.591
Bangladesh,1991,136.012
Bangladesh,1992,102.738
Bangladesh,1993,68.476
Bangladesh,1994,132.021
Bangladesh,1995,29.331
Bangladesh,1996,17.632
Bangladesh,1997,693.414
Bangladesh,1998,196.769
Bangladesh,1999,365.769
Bangladesh,2000,82.132
Bangladesh,2001,197.631
Bangladesh,2002,131.953
Bangladesh,2003,120.113
Bangladesh,2004,101.703
Bangladesh,2005,88.915
Bangladesh,2006,80.899
Bangladesh,2007,94.022
Bangladesh,2008,181.537
Bangladesh,2009,157.372
Bangladesh,2010,212.459
Bangladesh,2011,211.004
Bangladesh,2012,239.306
Bangladesh,2013,195.329
Barbados,1973,0.093
Barbados,1974,0.074
Barbados,1983,14.437
Barbados,1984,8.061
Barbados,1990,2.602
Barbados,1999,0.037
Barbados,2000,1.262
Barbados,2001,2.214
Barbados,2002,0.920
Barbados,2003,1.156
Barbados,2004,1.190
Barbados,2005,1.826
Barbados,2006,2.898
Barbados,2007,0.439
Barbados,2008,0.371
Barbados,2009,0.313
Barbados,2010,0.078
Belarus,1993,1.782
Belarus,1994,41.332
Belarus,1995,13.226
Belarus,1996,6.622
Belarus,1997,4.982
Belarus,1998,4.236
Belarus,1999,16.633
Belarus,2000,11.882
Belarus,2001,15.513
Belarus,2002,11.357
Belarus,2003,7.630
Belarus,2004,4.100
Belarus,2005,14.417
Belarus,2006,14.145
Belarus,2007,14.038
Belarus,2008,12.068
Belarus,2009,16.767
Belarus,2010,46.298
Belarus,2011,20.105
Belarus,2012,12.804
Belarus,2013,11.124
Belize,1973,0.379
Belize,1974,0.148
Belize,1980,4.843
Belize,1981,2.254
Belize,1982,9.983
Belize,1983,122.203
Belize,1984,16.425
Belize,1985,43.174
Belize,1986,19.793
Belize,1987,22.824
Belize,1988,20.628
Belize,1989,17.440
Belize,1990,9.909
Belize,1991,10.318
Belize,1992,51.497
Belize,1993,39.408
Belize,1994,3.118
Belize,1995,3.613
Belize,1996,6.262
Belize,1999,1.602
Belize,2000,2.430
Belize,2001,13.818
Belize,2002,2.434
Belize,2003,2.447
Belize,2004,2.528
Belize,2005,2.418
Belize,2006,17.308
Belize,2007,4.385
Belize,2008,3.102
Belize,2009,4.208
Belize,2010,6.249
Belize,2011,2.322
Belize,2012,1.503
Belize,2013,12.111
Benin,1973,0.786
Benin,1974,56.339
Benin,1980,5.009
Benin,1981,13.883
Benin,1982,1.002
Benin,1983,0.708
Benin,1984,3.964
Benin,1985,0.203
Benin,1986,1.387
Benin,1987,1.750
Benin,1988,0.533
Benin,1989,5.455
Benin,1990,5.644
Benin,1991,35.204
Benin,1992,13.643
Benin,1993,23.779
Benin,1994,28.472
Benin,1995,20.604
Benin,1996,13.870
Benin,1997,17.349
Benin,1998,18.490
Benin,1999,25.201
Benin,2000,26.519
Benin,2001,26.383
Benin,2002,33.794
Benin,2003,34.607
Benin,2004,31.593
Benin,2005,25.471
Benin,2006,356.717
Benin,2007,20.516
Benin,2008,84.265
Benin,2009,65.951
Benin,2010,68.401
Benin,2011,66.433
Benin,2012,41.252
Benin,2013,36.456
Bolivia,1973,109.786
Bolivia,1974,157.556
Bolivia,1975,43.098
Bolivia,1976,28.077
Bolivia,1977,94.978
Bolivia,1978,107.467
Bolivia,1979,123.097
Bolivia,1980,41.924
Bolivia,1981,23.281
Bolivia,1982,36.789
Bolivia,1983,154.470
Bolivia,1984,106.799
Bolivia,1985,86.036
Bolivia,1986,154.684
Bolivia,1987,128.359
Bolivia,1988,145.082
Bolivia,1989,115.940
Bolivia,1990,162.978
Bolivia,1991,370.057
Bolivia,1992,188.941
Bolivia,1993,134.303
Bolivia,1994,82.716
Bolivia,1995,84.818
Bolivia,1996,287.373
Bolivia,1997,83.126
Bolivia,1998,81.957
Bolivia,1999,253.967
Bolivia,2000,313.149
Bolivia,2001,138.310
Bolivia,2002,225.515
Bolivia,2003,311.143
Bolivia,2004,205.081
Bolivia,2005,185.285
Bolivia,2006,242.242
Bolivia,2007,190.620
Bolivia,2008,126.110
Bolivia,2009,100.524
Bolivia,2010,90.071
Bolivia,2011,60.625
Bolivia,2012,32.721
Bolivia,2013,7.118
Bosnia-Herzegovina,1995,17.573
Bosnia-Herzegovina,1997,34.857
Bosnia-Herzegovina,1998,295.942
Bosnia-Herzegovina,1999,385.002
Bosnia-Herzegovina,2000,133.962
Bosnia-Herzegovina,2001,143.801
Bosnia-Herzegovina,2002,85.550
Bosnia-Herzegovina,2003,88.679
Bosnia-Herzegovina,2004,61.126
Bosnia-Herzegovina,2005,39.535
Bosnia-Herzegovina,2006,59.673
Bosnia-Herzegovina,2007,30.712
Bosnia-Herzegovina,2008,23.173
Bosnia-Herzegovina,2009,39.416
Bosnia-Herzegovina,2010,42.941
Bosnia-Herzegovina,2011,43.456
Bosnia-Herzegovina,2012,38.450
Bosnia-Herzegovina,2013,43.844
Botswana,1973,16.860
Botswana,1974,9.057
Botswana,1975,3.378
Botswana,1980,101.217
Botswana,1981,23.765
Botswana,1982,25.232
Botswana,1983,19.679
Botswana,1984,27.957
Botswana,1985,19.146
Botswana,1986,23.278
Botswana,1987,20.078
Botswana,1988,69.190
Botswana,1989,20.827
Botswana,1990,21.982
Botswana,1991,11.613
Botswana,1992,11.998
Botswana,1993,12.028
Botswana,1994,6.780
Botswana,1995,3.682
Botswana,1998,5.303
Botswana,2000,1.128
Botswana,2001,0.182
Botswana,2002,15.429
Botswana,2003,16.328
Botswana,2004,26.642
Botswana,2005,47.138
Botswana,2006,46.538
Botswana,2007,238.939
Botswana,2008,223.911
Botswana,2009,105.883
Botswana,2010,63.501
Botswana,2011,88.699
Botswana,2012,46.174
Botswana,2013,63.428
Brazil,1973,160.482
Brazil,1974,22.950
Brazil,1975,1.162
Brazil,1976,0.447
Brazil,1980,145.526
Brazil,1981,317.322
Brazil,1982,243.616
Brazil,1983,67.416
Brazil,1984,404.237
Brazil,1985,350.247
Brazil,1986,285.302
Brazil,1987,498.213
Brazil,1988,206.020
Brazil,1989,244.908
Brazil,1990,451.533
Brazil,1991,613.869
Brazil,1992,189.430
Brazil,1993,373.527
Brazil,1994,2402.557
Brazil,1995,525.710
Brazil,1996,1655.710
Brazil,1997,490.090
Brazil,1998,559.103
Brazil,1999,1127.247
Brazil,2000,761.719
Brazil,2001,886.585
Brazil,2002,42.059
Brazil,2003,52.492
Brazil,2004,110.719
Brazil,2005,62.311
Brazil,2006,44.195
Brazil,2007,21.625
Brazil,2008,39.384
Brazil,2009,55.529
Brazil,2010,31.087
Brazil,2011,33.063
Brazil,2012,21.105
Brazil,2013,49.847
Burkina Faso,1973,9.859
Burkina Faso,1974,30.387
Burkina Faso,1979,20.257
Burkina Faso,1980,40.358
Burkina Faso,1981,64.266
Burkina Faso,1982,34.168
Burkina Faso,1983,11.788
Burkina Faso,1984,0.076
Burkina Faso,1985,11.340
Burkina Faso,1986,24.402
Burkina Faso,1987,20.271
Burkina Faso,1988,94.048
Burkina Faso,1989,27.664
Burkina Faso,1990,16.812
Burkina Faso,1991,30.738
Burkina Faso,1992,3.999
Burkina Faso,1993,3.891
Burkina Faso,1994,3.731
Burkina Faso,1995,0.022
Burkina Faso,1999,21.411
Burkina Faso,2000,19.494
Burkina Faso,2001,16.658
Burkina Faso,2002,19.692
Burkina Faso,2003,17.007
Burkina Faso,2004,20.636
Burkina Faso,2005,37.530
Burkina Faso,2006,22.285
Burkina Faso,2007,24.365
Burkina Faso,2008,34.364
Burkina Faso,2009,471.867
Burkina Faso,2010,34.862
Burkina Faso,2011,39.219
Burkina Faso,2012,81.219
Burkina Faso,2013,77.826
Burundi,1973,1.351
Burundi,1974,1.294
Burundi,1979,3.575
Burundi,1980,59.516
Burundi,1981,8.248
Burundi,1982,13.048
Burundi,1983,13.376
Burundi,1984,15.934
Burundi,1985,6.675
Burundi,1986,6.338
Burundi,1987,3.081
Burundi,1988,8.800
Burundi,1989,2.007
Burundi,1990,31.059
Burundi,1991,18.889
Burundi,1992,21.218
Burundi,1993,24.332
Burundi,1994,6.385
Burundi,1995,6.946
Burundi,1996,1.532
Burundi,1997,3.554
Burundi,1998,0.106
Burundi,1999,3.058
Burundi,2000,16.956
Burundi,2001,23.402
Burundi,2002,31.611
Burundi,2003,53.591
Burundi,2004,62.054
Burundi,2005,66.933
Burundi,2006,51.165
Burundi,2007,36.596
Burundi,2008,49.221
Burundi,2009,65.158
Burundi,2010,53.107
Burundi,2011,52.407
Burundi,2012,43.836
Burundi,2013,40.789
Cambodia,1973,967.282
Cambodia,1974,523.596
Cambodia,1975,55.098
Cambodia,1976,0.160
Cambodia,1977,0.240
Cambodia,1978,0.224
Cambodia,1979,0.207
Cambodia,1980,0.190
Cambodia,1981,0.087
Cambodia,1982,0.164
Cambodia,1983,0.177
Cambodia,1984,0.247
Cambodia,1985,0.055
Cambodia,1986,0.432
Cambodia,1987,0.070
Cambodia,1988,0.440
Cambodia,1989,8.414
Cambodia,1990,11.364
Cambodia,1991,38.120
Cambodia,1992,34.408
Cambodia,1993,46.379
Cambodia,1994,41.836
Cambodia,1995,49.342
Cambodia,1996,37.519
Cambodia,1997,46.923
Cambodia,1998,22.084
Cambodia,1999,22.713
Cambodia,2000,25.459
Cambodia,2001,35.673
Cambodia,2002,78.358
Cambodia,2003,76.427
Cambodia,2004,80.006
Cambodia,2005,102.811
Cambodia,2006,73.179
Cambodia,2007,78.107
Cambodia,2008,76.200
Cambodia,2009,79.325
Cambodia,2010,87.879
Cambodia,2011,80.591
Cambodia,2012,86.134
Cambodia,2013,77.706
Cameroon,1973,0.226
Cameroon,1974,5.028
Cameroon,1978,21.044
Cameroon,1979,1.036
Cameroon,1980,62.466
Cameroon,1981,22.016
Cameroon,1982,161.726
Cameroon,1983,34.835
Cameroon,1984,57.807
Cameroon,1985,33.443
Cameroon,1986,61.966
Cameroon,1987,70.460
Cameroon,1988,32.183
Cameroon,1989,57.726
Cameroon,1990,34.314
Cameroon,1991,27.965
Cameroon,1992,109.547
Cameroon,1993,44.936
Cameroon,1994,0.070
Cameroon,1999,7.872
Cameroon,2000,5.081
Cameroon,2001,5.595
Cameroon,2002,17.050
Cameroon,2003,18.793
Cameroon,2004,20.135
Cameroon,2005,17.627
Cameroon,2006,20.016
Cameroon,2007,44.079
Cameroon,2008,21.568
Cameroon,2009,25.121
Cameroon,2010,22.481
Cameroon,2011,23.517
Cameroon,2012,30.403
Cameroon,2013,29.424
Cape Verde,1975,10.133
Cape Verde,1979,7.331
Cape Verde,1980,10.707
Cape Verde,1981,10.304
Cape Verde,1982,11.640
Cape Verde,1983,8.836
Cape Verde,1984,9.920
Cape Verde,1985,5.541
Cape Verde,1986,11.720
Cape Verde,1987,5.251
Cape Verde,1988,6.346
Cape Verde,1989,6.710
Cape Verde,1990,8.792
Cape Verde,1991,10.196
Cape Verde,1992,0.370
Cape Verde,1993,1.377
Cape Verde,1994,1.138
Cape Verde,1995,1.112
Cape Verde,1999,3.729
Cape Verde,2000,7.163
Cape Verde,2001,7.131
Cape Verde,2002,6.576
Cape Verde,2003,6.722
Cape Verde,2004,8.073
Cape Verde,2005,132.706
Cape Verde,2006,9.203
Cape Verde,2007,3.109
Cape Verde,2008,13.072
Cape Verde,2009,6.335
Cape Verde,2010,5.287
Cape Verde,2011,6.745
Cape Verde,2012,67.843
Cape Verde,2013,2.552
Central African Republic,1973,0.282
Central African Republic,1974,0.702
Central African Republic,1981,4.241
Central African Republic,1982,2.046
Central African Republic,1984,2.276
Central African Republic,1985,3.682
Central African Republic,1986,5.034
Central African Republic,1987,1.838
Central African Republic,1988,3.215
Central African Republic,1989,0.962
Central African Republic,1990,0.785
Central African Republic,1991,0.224
Central African Republic,1992,3.703
Central African Republic,1993,3.353
Central African Republic,1994,3.287
Central African Republic,1995,3.153
Central African Republic,1996,0.205
Central African Republic,1999,0.837
Central African Republic,2000,0.032
Central African Republic,2001,0.596
Central African Republic,2002,4.297
Central African Republic,2003,1.036
Central African Republic,2004,21.851
Central African Republic,2005,17.963
Central African Republic,2006,4.993
Central African Republic,2007,39.064
Central African Republic,2008,39.266
Central African Republic,2009,39.025
Central African Republic,2010,26.292
Central African Republic,2011,17.223
Central African Republic,2012,21.485
Central African Republic,2013,26.994
Chad,1973,1.149
Chad,1974,23.031
Chad,1979,7.150
Chad,1980,3.419
Chad,1982,10.131
Chad,1983,6.593
Chad,1984,26.212
Chad,1985,45.831
Chad,1986,26.997
Chad,1987,19.254
Chad,1988,27.774
Chad,1989,27.150
Chad,1990,16.005
Chad,1991,21.607
Chad,1992,15.182
Chad,1993,14.854
Chad,1994,7.309
Chad,1995,2.739
Chad,1999,4.784
Chad,2000,3.910
Chad,2001,3.701
Chad,2002,6.563
Chad,2003,9.676
Chad,2004,66.991
Chad,2005,68.652
Chad,2006,90.260
Chad,2007,103.390
Chad,2008,132.588
Chad,2009,224.609
Chad,2010,174.166
Chad,2011,150.204
Chad,2012,153.915
Chad,2013,88.860
Chile,1973,10.182
Chile,1974,191.456
Chile,1975,245.261
Chile,1976,106.368
Chile,1977,0.180
Chile,1979,23.210
Chile,1980,11.775
Chile,1981,20.892
Chile,1982,4.746
Chile,1983,19.345
Chile,1984,274.251
Chile,1985,607.272
Chile,1986,98.858
Chile,1987,14.794
Chile,1988,14.268
Chile,1989,55.339
Chile,1990,132.059
Chile,1991,303.596
Chile,1992,332.417
Chile,1993,45.613
Chile,1994,17.599
Chile,1995,234.507
Chile,1996,34.108
Chile,1997,64.351
Chile,1998,250.715
Chile,1999,234.657
Chile,2000,94.277
Chile,2001,193.733
Chile,2002,2.217
Chile,2003,2.454
Chile,2004,2.706
Chile,2005,2.826
Chile,2006,1.262
Chile,2007,1.282
Chile,2008,2.780
Chile,2009,6.258
Chile,2010,24.629
Chile,2011,1.576
Chile,2012,2.161
Chile,2013,4.702
China,1981,123.950
China,1982,137.486
China,1983,110.561
China,1984,246.000
China,1985,51.252
China,1986,158.189
China,1987,122.749
China,1988,334.023
China,1989,266.941
China,1990,51.703
China,1991,22.905
China,1992,584.232
China,1993,866.111
China,1994,1588.643
China,1995,2104.403
China,1996,1732.944
China,1997,1747.485
China,1998,1790.624
China,1999,1168.478
China,2000,612.446
China,2001,423.345
China,2002,34.695
China,2003,28.205
China,2004,50.658
China,2005,40.662
China,2006,49.135
China,2007,67.506
China,2008,110.348
China,2009,67.008
China,2010,98.576
China,2011,38.861
China,2012,62.169
China,2013,51.249
Colombia,1973,417.532
Colombia,1974,137.845
Colombia,1975,53.598
Colombia,1976,32.198
Colombia,1980,56.027
Colombia,1981,100.849
Colombia,1982,1105.252
Colombia,1983,12.942
Colombia,1984,8.630
Colombia,1985,799.140
Colombia,1986,1.624
Colombia,1987,52.354
Colombia,1988,88.211
Colombia,1989,52.359
Colombia,1990,401.459
Colombia,1991,313.886
Colombia,1992,388.686
Colombia,1993,583.897
Colombia,1994,217.381
Colombia,1995,510.554
Colombia,1996,629.411
Colombia,1997,0.064
Colombia,1998,311.970
Colombia,1999,469.529
Colombia,2000,1772.089
Colombia,2001,322.188
Colombia,2002,657.266
Colombia,2003,790.756
Colombia,2004,768.501
Colombia,2005,834.364
Colombia,2006,1382.621
Colombia,2007,439.082
Colombia,2008,874.301
Colombia,2009,852.687
Colombia,2010,673.872
Colombia,2011,267.022
Colombia,2012,405.721
Colombia,2013,318.373
Comoros,1984,1.479
Comoros,1985,0.736
Comoros,1986,1.351
Comoros,1987,1.050
Comoros,1988,1.185
Comoros,1989,1.141
Comoros,1990,1.099
Comoros,1991,1.061
Comoros,2000,0.032
Comoros,2002,0.042
Comoros,2003,0.039
Comoros,2005,0.037
Comoros,2006,0.044
Comoros,2008,1.139
Comoros,2009,0.056
Comoros,2010,0.695
Comoros,2011,0.150
Comoros,2012,0.102
Comoros,2013,0.109
"Congo, Republic of",1974,2.736
"Congo, Republic of",1981,4.341
"Congo, Republic of",1982,5.933
"Congo, Republic of",1983,1.968
"Congo, Republic of",1984,1.897
"Congo, Republic of",1985,1.915
"Congo, Republic of",1986,0.946
"Congo, Republic of",1987,0.875
"Congo, Republic of",1988,0.863
"Congo, Republic of",1989,0.815
"Congo, Republic of",1990,3.768
"Congo, Republic of",1991,4.076
"Congo, Republic of",1992,10.916
"Congo, Republic of",1993,1.014
"Congo, Republic of",1994,9.509
"Congo, Republic of",1995,16.267
"Congo, Republic of",1996,10.915
"Congo, Republic of",1998,0.013
"Congo, Republic of",2000,11.339
"Congo, Republic of",2001,11.616
"Congo, Republic of",2002,10.181
"Congo, Republic of",2003,6.661
"Congo, Republic of",2004,1.272
"Congo, Republic of",2005,26.637
"Congo, Republic of",2006,15.256
"Congo, Republic of",2007,12.737
"Congo, Republic of",2008,3.047
"Congo, Republic of",2009,11.636
"Congo, Republic of",2010,28.265
"Congo, Republic of",2011,4.276
"Congo, Republic of",2012,12.259
"Congo, Republic of",2013,3.530
Costa Rica,1973,3.464
Costa Rica,1974,31.164
Costa Rica,1975,20.265
Costa Rica,1977,16.515
Costa Rica,1978,15.433
Costa Rica,1979,45.462
Costa Rica,1980,40.214
Costa Rica,1981,39.981
Costa Rica,1982,272.283
Costa Rica,1983,317.803
Costa Rica,1984,352.246
Costa Rica,1985,358.474
Costa Rica,1986,283.034
Costa Rica,1987,317.869
Costa Rica,1988,216.112
Costa Rica,1989,237.866
Costa Rica,1990,76.355
Costa Rica,1991,84.740
Costa Rica,1992,70.690
Costa Rica,1993,8.652
Costa Rica,1994,12.288
Costa Rica,1995,66.467
Costa Rica,1996,90.146
Costa Rica,1998,0.437
Costa Rica,1999,0.770
Costa Rica,2000,5.336
Costa Rica,2001,3.587
Costa Rica,2002,6.533
Costa Rica,2003,4.609
Costa Rica,2004,5.342
Costa Rica,2005,14.194
Costa Rica,2006,27.900
Costa Rica,2007,8.373
Costa Rica,2008,25.473
Costa Rica,2009,18.038
Costa Rica,2010,10.970
Costa Rica,2011,7.427
Costa Rica,2012,8.391
Costa Rica,2013,7.825
Cote d`Ivoire,1973,3.976
Cote d`Ivoire,1974,2.588
Cote d`Ivoire,1980,133.118
Cote d`Ivoire,1981,228.330
Cote d`Ivoire,1982,309.110
Cote d`Ivoire,1983,15.303
Cote d`Ivoire,1988,6.449
Cote d`Ivoire,1989,11.023
Cote d`Ivoire,1990,148.959
Cote d`Ivoire,1991,40.288
Cote d`Ivoire,1992,32.059
Cote d`Ivoire,1993,22.713
Cote d`Ivoire,1994,27.392
Cote d`Ivoire,1995,27.806
Cote d`Ivoire,1997,13.406
Cote d`Ivoire,1998,0.027
Cote d`Ivoire,1999,28.995
Cote d`Ivoire,2000,3.823
Cote d`Ivoire,2001,3.567
Cote d`Ivoire,2002,108.486
Cote d`Ivoire,2003,76.989
Cote d`Ivoire,2004,37.388
Cote d`Ivoire,2005,35.554
Cote d`Ivoire,2006,37.493
Cote d`Ivoire,2007,104.644
Cote d`Ivoire,2008,79.262
Cote d`Ivoire,2009,256.811
Cote d`Ivoire,2010,87.709
Cote d`Ivoire,2011,115.048
Cote d`Ivoire,2012,116.526
Cote d`Ivoire,2013,318.865
Croatia,1994,14.193
Croatia,1995,24.115
Croatia,1997,10.493
Croatia,1998,114.160
Croatia,1999,455.838
Croatia,2000,37.087
Croatia,2001,59.712
Croatia,2002,71.014
Croatia,2003,38.235
Croatia,2004,31.933
Croatia,2005,32.065
Croatia,2006,20.270
Croatia,2007,12.234
Croatia,2008,5.121
Croatia,2009,3.601
Croatia,2010,6.685
Cuba,1998,3.326
Cuba,2000,4.400
Cuba,2001,6.233
Cuba,2002,6.149
Cuba,2003,11.277
Cuba,2004,9.984
Cuba,2005,15.070
Cuba,2006,18.449
Cuba,2007,15.144
Cuba,2008,30.158
Cuba,2009,20.878
Cuba,2010,14.617
Cuba,2011,14.151
Cuba,2012,12.059
Cuba,2013,13.819
Cyprus,1973,8.629
Cyprus,1974,4.103
Cyprus,1980,40.972
Cyprus,1981,30.388
Cyprus,1982,30.686
Cyprus,1983,29.519
Cyprus,1984,28.450
Cyprus,1985,27.614
Cyprus,1986,25.855
Cyprus,1987,26.255
Cyprus,1988,16.922
Cyprus,1989,32.613
Cyprus,1990,7.817
Cyprus,1991,22.843
Cyprus,1992,22.218
Cyprus,1993,14.492
Cyprus,1994,42.576
Cyprus,1996,12.792
Cyprus,1997,5.363
Cyprus,1998,0.061
Cyprus,1999,13.053
Cyprus,2000,0.262
Cyprus,2001,18.825
Cyprus,2002,12.938
Cyprus,2003,3.508
Cyprus,2004,15.262
Czech Republic,1991,72.403
Czech Republic,1992,205.226
Czech Republic,1993,57.275
Czech Republic,1994,468.252
Czech Republic,1995,39.735
Czech Republic,1996,12.897
Czech Republic,1997,83.913
Czech Republic,1998,108.679
Czech Republic,1999,69.957
Czech Republic,2000,125.492
Czech Republic,2001,0.782
Czech Republic,2002,3.505
Czech Republic,2003,1.702
Czech Republic,2004,0.238
Djibouti,1979,0.777
Djibouti,1980,4.511
Djibouti,1981,10.484
Djibouti,1982,7.610
Djibouti,1983,6.624
Djibouti,1984,10.849
Djibouti,1985,6.535
Djibouti,1986,5.304
Djibouti,1987,3.558
Djibouti,1988,5.765
Djibouti,1989,4.964
Djibouti,1990,5.070
Djibouti,1991,6.093
Djibouti,1992,2.962
Djibouti,1993,2.898
Djibouti,1994,1.419
Djibouti,1999,2.150
Djibouti,2000,1.303
Djibouti,2001,1.403
Djibouti,2002,1.970
Djibouti,2003,33.860
Djibouti,2004,4.095
Djibouti,2005,3.327
Djibouti,2006,8.741
Djibouti,2007,5.944
Djibouti,2008,7.975
Djibouti,2009,9.665
Djibouti,2010,18.777
Djibouti,2011,18.348
Djibouti,2012,8.257
Djibouti,2013,7.637
Dominica,1973,0.173
Dominica,1980,1.496
Dominica,1982,10.495
