group,variable,donated,received,value
Australia,1994,1751.8686,321.2332,1430.6355
Australia,1995,627.5913,343.7595,283.8318
Australia,1996,3182.6941,0.1670,3182.5271
Australia,1997,1617.7271,,1617.7271
Australia,1998,1505.9824,133.6370,1372.3453
Australia,1999,2169.2273,,2169.2273
Australia,2000,2797.6336,,2797.6336
Australia,2001,2091.4199,,2091.4199
Australia,2002,1783.4318,696.8829,1086.5489
Australia,2003,2436.5975,0.2735,2436.3239
Australia,2004,2273.6863,0.6246,2273.0618
Australia,2005,2487.3310,0.3462,2486.9848
Australia,2006,3768.3067,,3768.3067
Australia,2007,2449.4023,,2449.4023
Australia,2008,5356.1437,,5356.1437
Australia,2009,3505.5311,,3505.5311
Australia,2010,4355.1509,,4355.1509
Australia,2011,4278.3350,,4278.3350
Australia,2012,4669.5570,,4669.5570
Australia,2013,4366.6209,,4366.6209
Austria,1954,,97.3233,-97.3233
Austria,1955,,81.1027,-81.1027
Austria,1956,,251.4185,-251.4185
Austria,1957,,29.1970,-29.1970
Austria,1958,,290.3478,-290.3478
Austria,1959,,72.9925,-72.9925
Austria,1962,,38.4281,-38.4281
Austria,1974,332.7414,,332.7414
Austria,1976,28.2763,,28.2763
Austria,1977,127.8275,,127.8275
Austria,1978,107.4402,,107.4402
Austria,1979,54.4145,,54.4145
Austria,1980,237.0427,157.6322,79.4105
Austria,1981,621.9879,0.1639,621.8240
Austria,1982,835.9703,58.5907,777.3796
Austria,1983,420.7022,,420.7022
Austria,1984,140.1763,,140.1763
Austria,1985,204.0765,,204.0765
Austria,1986,159.9425,,159.9425
Austria,1987,135.4406,,135.4406
Austria,1988,442.3393,,442.3393
Austria,1989,640.2962,,640.2962
Austria,1990,137.4217,,137.4217
Austria,1991,495.8493,,495.8493
Austria,1992,123.1154,,123.1154
Austria,1993,53.1297,132.5708,-79.4410
Austria,1994,33.8272,,33.8272
Austria,1995,64.1615,,64.1615
Austria,1996,696.6119,0.0563,696.5556
Austria,1997,440.6037,,440.6037
Austria,1998,667.5299,,667.5299
Austria,1999,604.4039,,604.4039
Austria,2000,656.2040,,656.2040
Austria,2001,810.4644,171.6958,638.7686
Austria,2002,764.7191,249.8591,514.8600
Austria,2003,496.3815,0.3419,496.0396
Austria,2004,546.8024,0.0015,546.8009
Austria,2005,1626.3469,0.1275,1626.2194
Austria,2006,1397.0346,,1397.0346
Austria,2007,1496.4433,,1496.4433
Austria,2008,1344.9380,,1344.9380
Austria,2009,565.1448,0.0700,565.0748
Austria,2010,713.8446,,713.8446
Austria,2011,539.0063,,539.0063
Austria,2012,748.8817,,748.8817
Austria,2013,854.1991,,854.1991
Bangladesh,1959,,4.8662,-4.8662
Bangladesh,1961,,19.1959,-19.1959
Bangladesh,1962,,20.7512,-20.7512
Bangladesh,1963,,225.2963,-225.2963
Bangladesh,1964,,322.6099,-322.6099
Bangladesh,1965,,66.9941,-66.9941
Bangladesh,1966,,225.9588,-225.9588
Bangladesh,1967,,94.1765,-94.1765
Bangladesh,1969,,190.0016,-190.0016
Bangladesh,1970,,217.8082,-217.8082
Bangladesh,1971,,152.5045,-152.5045
Bangladesh,1972,,272.8974,-272.8974
Bangladesh,1973,,1625.1760,-1625.1760
Bangladesh,1974,,2920.7583,-2920.7583
Bangladesh,1975,,3914.9039,-3914.9039
Bangladesh,1976,,2948.0387,-2948.0387
Bangladesh,1977,,2377.6343,-2377.6343
Bangladesh,1978,,3549.6135,-3549.6135
Bangladesh,1979,,2786.5235,-2786.5235
Bangladesh,1980,,4627.7380,-4627.7380
Bangladesh,1981,,3886.4519,-3886.4519
Bangladesh,1982,,3827.8725,-3827.8725
Bangladesh,1983,,3187.1943,-3187.1943
Bangladesh,1984,,4126.9366,-4126.9366
Bangladesh,1985,,4127.3119,-4127.3119
Bangladesh,1986,,3274.0399,-3274.0399
Bangladesh,1987,,3211.9400,-3211.9400
Bangladesh,1988,,2540.7560,-2540.7560
Bangladesh,1989,,3540.4079,-3540.4079
Bangladesh,1990,,3710.7909,-3710.7909
Bangladesh,1991,,2420.7874,-2420.7874
Bangladesh,1992,,2580.3420,-2580.3420
Bangladesh,1993,,1724.1063,-1724.1063
Bangladesh,1994,,2495.3005,-2495.3005
Bangladesh,1995,,1965.9534,-1965.9534
Bangladesh,1996,,2180.7001,-2180.7001
Bangladesh,1997,,2933.9913,-2933.9913
Bangladesh,1998,,3367.0028,-3367.0028
Bangladesh,1999,,3469.7265,-3469.7265
Bangladesh,2000,,2372.4869,-2372.4869
Bangladesh,2001,,2421.7491,-2421.7491
Bangladesh,2002,,2203.3700,-2203.3700
Bangladesh,2003,,3768.5657,-3768.5657
Bangladesh,2004,,3222.2551,-3222.2551
Bangladesh,2005,,2774.8120,-2774.8120
Bangladesh,2006,,3265.6920,-3265.6920
Bangladesh,2007,,3471.2528,-3471.2528
Bangladesh,2008,,3915.4839,-3915.4839
Bangladesh,2009,,3451.1914,-3451.1914
Bangladesh,2010,,4161.8330,-4161.8330
Bangladesh,2011,,4819.5133,-4819.5133
Bangladesh,2012,,2730.3806,-2730.3806
Bangladesh,2013,,5312.7418,-5312.7418
Belgium,1949,,129.7644,-129.7644
Belgium,1951,,243.3082,-243.3082
Belgium,1954,,162.2055,-162.2055
Belgium,1957,,81.1027,-81.1027
Belgium,1973,216.8262,,216.8262
Belgium,1974,282.6289,,282.6289
Belgium,1975,230.6311,,230.6311
Belgium,1976,220.4857,,220.4857
Belgium,1977,231.4726,,231.4726
Belgium,1978,183.4356,,183.4356
Belgium,1979,231.2167,,231.2167
Belgium,1980,276.4419,147.8685,128.5734
Belgium,1981,310.7153,36.4777,274.2376
Belgium,1982,299.6322,,299.6322
Belgium,1983,326.5284,,326.5284
Belgium,1984,142.9781,,142.9781
Belgium,1985,135.9694,,135.9694
Belgium,1986,147.2981,,147.2981
Belgium,1987,12.6380,,12.6380
Belgium,1988,123.0965,,123.0965
Belgium,1989,813.5246,,813.5246
Belgium,1990,808.0910,,808.0910
Belgium,1991,600.1144,,600.1144
Belgium,1992,1531.3709,,1531.3709
Belgium,1993,230.9449,,230.9449
Belgium,1994,550.8693,,550.8693
Belgium,1995,1217.0027,,1217.0027
Belgium,1996,1090.3072,0.5567,1089.7505
Belgium,1997,1124.8716,,1124.8716
Belgium,1998,1031.0958,,1031.0958
Belgium,1999,780.2172,,780.2172
Belgium,2000,1157.9086,,1157.9086
Belgium,2001,1060.4356,,1060.4356
Belgium,2002,1921.0801,,1921.0801
Belgium,2003,2251.9872,,2251.9872
Belgium,2004,1683.6434,,1683.6434
Belgium,2005,2572.5716,,2572.5716
Belgium,2006,1920.3765,,1920.3765
Belgium,2007,1768.1777,,1768.1777
Belgium,2008,1849.6092,,1849.6092
Belgium,2009,2146.6037,,2146.6037
Belgium,2010,2247.2859,,2247.2859
Belgium,2011,1929.4088,,1929.4088
Belgium,2012,1420.7040,,1420.7040
Belgium,2013,1589.0063,,1589.0063
Brazil,1949,,608.2705,-608.2705
Brazil,1950,,121.6541,-121.6541
Brazil,1951,,121.6541,-121.6541
Brazil,1952,,304.1352,-304.1352
Brazil,1953,,266.0170,-266.0170
Brazil,1954,,152.4731,-152.4731
Brazil,1958,,700.7276,-700.7276
Brazil,1959,,94.0792,-94.0792
Brazil,1965,,566.5991,-566.5991
Brazil,1966,,1049.7961,-1049.7961
Brazil,1967,,285.3832,-285.3832
Brazil,1968,,661.6620,-661.6620
Brazil,1970,,2339.0189,-2339.0189
Brazil,1971,,2437.3793,-2437.3793
Brazil,1972,,3612.7256,-3612.7256
Brazil,1973,,2645.5325,-2645.5325
Brazil,1974,,1758.4650,-1758.4650
Brazil,1975,,3315.1504,-3315.1504
Brazil,1976,,3083.8010,-3083.8010
Brazil,1977,,2631.7351,-2631.7351
Brazil,1978,,3147.9019,-3147.9019
Brazil,1979,,2935.8456,-2935.8456
Brazil,1980,,4028.6338,-4028.6338
Brazil,1981,,5118.0083,-5118.0083
Brazil,1982,,4986.1752,-4986.1752
Brazil,1983,,17601.4673,-17601.4673
Brazil,1984,,2729.5449,-2729.5449
Brazil,1985,,6783.5963,-6783.5963
Brazil,1986,,5754.5124,-5754.5124
Brazil,1987,,3717.2647,-3717.2647
Brazil,1988,,4577.5885,-4577.5885
Brazil,1989,,3620.9474,-3620.9474
Brazil,1990,,4021.2226,-4021.2226
Brazil,1991,,3594.5432,-3594.5432
Brazil,1992,,5262.1087,-5262.1087
Brazil,1993,,4078.3955,-4078.3955
Brazil,1994,,5989.9651,-5989.9651
Brazil,1995,,6025.8990,-6025.8990
Brazil,1996,,6557.5479,-6557.5479
Brazil,1997,,9382.8386,-9382.8386
Brazil,1998,6.3564,22380.9898,-22374.6333
Brazil,1999,,11834.2218,-11834.2218
Brazil,2000,,5265.0496,-5265.0496
Brazil,2001,0.0990,33798.3852,-33798.2862
Brazil,2002,,63232.6103,-63232.6103
Brazil,2003,,3497.8302,-3497.8302
Brazil,2004,2.7177,6355.8296,-6353.1119
Brazil,2005,3.3955,4647.5248,-4644.1293
Brazil,2006,3.2824,4356.6622,-4353.3798
Brazil,2007,7.1461,5408.8323,-5401.6862
Brazil,2008,15.8903,9992.1153,-9976.2250
Brazil,2009,6.1162,5518.5680,-5512.4518
Brazil,2010,160.3474,8433.0929,-8272.7456
Brazil,2011,,3073.4259,-3073.4259
Brazil,2012,,7454.1947,-7454.1947
Brazil,2013,,7073.0202,-7073.0202
Brazil,9999,,4.2273,-4.2273
Canada,1973,2682.4120,,2682.4120
Canada,1974,1469.4322,,1469.4322
Canada,1975,1880.3046,,1880.3046
Canada,1976,1367.8373,,1367.8373
Canada,1977,1798.4063,,1798.4063
Canada,1978,3400.3644,,3400.3644
Canada,1979,1441.3216,,1441.3216
Canada,1980,771.7995,531.6749,240.1247
Canada,1981,2090.0752,2540.4058,-450.3306
Canada,1982,1145.1131,170.1748,974.9383
Canada,1983,1749.1866,,1749.1866
Canada,1984,3463.0414,153.0229,3310.0185
Canada,1985,2234.5478,,2234.5478
Canada,1986,2888.1899,,2888.1899
Canada,1987,2924.8678,,2924.8678
Canada,1988,2774.8746,,2774.8746
Canada,1989,2424.2054,1.9617,2422.2437
Canada,1990,3144.3639,,3144.3639
Canada,1991,1606.5745,,1606.5745
Canada,1992,1907.4316,,1907.4316
Canada,1993,1937.7746,83.9254,1853.8491
Canada,1994,2194.7196,0.5894,2194.1301
Canada,1995,2727.4970,,2727.4970
Canada,1996,2500.6849,,2500.6849
Canada,1997,1912.1209,0.9204,1911.2005
Canada,1998,2565.0544,0.3527,2564.7017
Canada,1999,2206.6231,0.2866,2206.3365
Canada,2000,2709.9226,0.7518,2709.1708
Canada,2001,2289.7683,,2289.7683
Canada,2002,3377.6815,587.9015,2789.7800
Canada,2003,2877.2661,,2877.2661
Canada,2004,3663.6451,1.0555,3662.5896
Canada,2005,3741.6328,0.7021,3740.9307
Canada,2006,3142.0723,,3142.0723
Canada,2007,3923.8259,,3923.8259
Canada,2008,4195.6824,0.0555,4195.6269
Canada,2009,4641.2391,,4641.2391
Canada,2010,4199.0541,,4199.0541
Canada,2011,4285.4410,,4285.4410
Canada,2012,3366.6008,,3366.6008
Canada,2013,3392.6838,,3392.6838
China,1976,,113.2059,-113.2059
China,1978,,93.8882,-93.8882
China,1979,,0.4398,-0.4398
China,1980,,1365.7021,-1365.7021
China,1981,,1734.6282,-1734.6282
China,1982,,3020.2165,-3020.2165
China,1983,,3094.8513,-3094.8513
China,1984,,3953.7308,-3953.7308
China,1985,,4658.4848,-4658.4848
China,1986,,5440.3220,-5440.3220
China,1987,,5373.3512,-5373.3512
China,1988,,8157.9650,-8157.9650
China,1989,,5766.3908,-5766.3908
China,1990,,3030.0820,-3030.0820
China,1991,,8759.8886,-8759.8886
China,1992,,8451.1005,-8451.1005
China,1993,,9884.4288,-9884.4288
China,1994,,10487.7596,-10487.7596
China,1995,,12036.9178,-12036.9178
China,1996,,15923.4406,-15923.4406
China,1997,,10645.8951,-10645.8951
China,1998,,12499.5360,-12499.5360
China,1999,,9513.5852,-9513.5852
China,2000,,8095.0889,-8095.0889
China,2001,,7664.8143,-7664.8143
China,2002,,6457.5367,-6457.5367
China,2003,,7080.5125,-7080.5125
China,2004,,6314.5725,-6314.5725
China,2005,,8364.6719,-8364.6719
China,2006,,7814.7221,-7814.7221
China,2007,,7625.7371,-7625.7371
China,2008,,7220.1372,-7220.1372
China,2009,,8451.8352,-8451.8352
China,2010,,6215.5316,-6215.5316
China,2011,,4251.4761,-4251.4761
China,2012,,3144.0722,-3144.0722
China,2013,,8265.1516,-8265.1516
Colombia,1949,,40.5514,-40.5514
Colombia,1950,,49.4727,-49.4727
Colombia,1951,,153.2842,-153.2842
Colombia,1952,,202.7568,-202.7568
Colombia,1953,,116.7879,-116.7879
Colombia,1954,,40.5514,-40.5514
Colombia,1955,,165.4496,-165.4496
Colombia,1956,,133.8195,-133.8195
Colombia,1958,,22.7088,-22.7088
Colombia,1959,,134.6305,-134.6305
Colombia,1960,,389.2931,-389.2931
Colombia,1961,,487.8958,-487.8958
Colombia,1962,,384.2813,-384.2813
Colombia,1963,,548.7416,-548.7416
Colombia,1964,,326.9694,-326.9694
Colombia,1966,,292.6237,-292.6237
Colombia,1967,,178.3645,-178.3645
Colombia,1968,,721.0682,-721.0682
Colombia,1969,,407.7259,-407.7259
Colombia,1970,,888.2472,-888.2472
Colombia,1971,,1425.1655,-1425.1655
Colombia,1972,,807.7764,-807.7764
Colombia,1973,,1890.9856,-1890.9856
Colombia,1974,,238.9900,-238.9900
Colombia,1975,,788.2719,-788.2719
Colombia,1976,,1294.0094,-1294.0094
Colombia,1977,,1125.7257,-1125.7257
Colombia,1978,,2139.4720,-2139.4720
Colombia,1979,,1240.6176,-1240.6176
Colombia,1980,,1843.0957,-1843.0957
Colombia,1981,,2241.9721,-2241.9721
Colombia,1982,,2564.1308,-2564.1308
Colombia,1983,,1464.3172,-1464.3172
Colombia,1984,,3349.0601,-3349.0601
Colombia,1985,,3917.5080,-3917.5080
Colombia,1986,,1477.3358,-1477.3358
Colombia,1987,,2096.3229,-2096.3229
Colombia,1988,,1272.7178,-1272.7178
Colombia,1989,,776.8491,-776.8491
Colombia,1990,,2438.6784,-2438.6784
Colombia,1991,,1442.8075,-1442.8075
Colombia,1992,,2103.0716,-2103.0716
Colombia,1993,,2590.8031,-2590.8031
Colombia,1994,,477.7017,-477.7017
Colombia,1995,,2204.1542,-2204.1542
Colombia,1996,,1688.5884,-1688.5884
Colombia,1997,,661.4574,-661.4574
Colombia,1998,,1486.6920,-1486.6920
Colombia,1999,,5714.6700,-5714.6700
Colombia,2000,,2931.0325,-2931.0325
Colombia,2001,,4920.5073,-4920.5073
Colombia,2002,,3507.2029,-3507.2029
Colombia,2003,,8721.7115,-8721.7115
Colombia,2004,,2696.4230,-2696.4230
Colombia,2005,,4862.1616,-4862.1616
Colombia,2006,0.0017,4545.6122,-4545.6105
Colombia,2007,0.3414,4341.1306,-4340.7892
Colombia,2008,0.2611,6209.3750,-6209.1140
Colombia,2009,,9722.7103,-9722.7103
Colombia,2010,10.3353,5705.9573,-5695.6220
Colombia,2011,,3990.9294,-3990.9294
Colombia,2012,,1711.1887,-1711.1887
Colombia,2013,,2852.2127,-2852.2127
"Congo, Democratic Republic of",1951,,324.4109,-324.4109
"Congo, Democratic Republic of",1957,,324.4109,-324.4109
"Congo, Democratic Republic of",1960,,324.4109,-324.4109
"Congo, Democratic Republic of",1969,,40.5697,-40.5697
"Congo, Democratic Republic of",1970,,32.3158,-32.3158
"Congo, Democratic Republic of",1971,,143.3542,-143.3542
"Congo, Democratic Republic of",1972,,103.7010,-103.7010
"Congo, Democratic Republic of",1973,,573.2918,-573.2918
"Congo, Democratic Republic of",1974,,945.2944,-945.2944
"Congo, Democratic Republic of",1975,,827.1082,-827.1082
"Congo, Democratic Republic of",1976,,670.8633,-670.8633
"Congo, Democratic Republic of",1977,,464.4082,-464.4082
"Congo, Democratic Republic of",1978,,656.1373,-656.1373
"Congo, Democratic Republic of",1979,,477.5824,-477.5824
"Congo, Democratic Republic of",1980,,936.8994,-936.8994
"Congo, Democratic Republic of",1981,,509.0425,-509.0425
"Congo, Democratic Republic of",1982,,769.4263,-769.4263
"Congo, Democratic Republic of",1983,,1445.4005,-1445.4005
"Congo, Democratic Republic of",1984,,876.7610,-876.7610
"Congo, Democratic Republic of",1985,,1289.3443,-1289.3443
"Congo, Democratic Republic of",1986,,1601.2188,-1601.2188
"Congo, Democratic Republic of",1987,,1596.7708,-1596.7708
"Congo, Democratic Republic of",1988,,1053.6540,-1053.6540
"Congo, Democratic Republic of",1989,,1903.0859,-1903.0859
"Congo, Democratic Republic of",1990,,1067.2320,-1067.2320
"Congo, Democratic Republic of",1991,,759.0519,-759.0519
"Congo, Democratic Republic of",1992,,16.9476,-16.9476
"Congo, Democratic Republic of",1993,,45.5934,-45.5934
"Congo, Democratic Republic of",1994,,345.1095,-345.1095
"Congo, Democratic Republic of",1995,,487.6558,-487.6558
"Congo, Democratic Republic of",1996,,185.1295,-185.1295
"Congo, Democratic Republic of",1997,,178.1085,-178.1085
"Congo, Democratic Republic of",1998,,141.5964,-141.5964
"Congo, Democratic Republic of",1999,,149.4047,-149.4047
"Congo, Democratic Republic of",2000,,294.5042,-294.5042
"Congo, Democratic Republic of",2001,,520.5059,-520.5059
"Congo, Democratic Republic of",2002,,3535.9271,-3535.9271
"Congo, Democratic Republic of",2003,,7920.8520,-7920.8520
"Congo, Democratic Republic of",2004,,3834.0488,-3834.0488
"Congo, Democratic Republic of",2005,,2590.7697,-2590.7697
"Congo, Democratic Republic of",2006,,2385.5860,-2385.5860
"Congo, Democratic Republic of",2007,,1887.3427,-1887.3427
"Congo, Democratic Republic of",2008,,2044.4580,-2044.4580
"Congo, Democratic Republic of",2009,,3030.5897,-3030.5897
"Congo, Democratic Republic of",2010,,3719.8511,-3719.8511
"Congo, Democratic Republic of",2011,,4889.2536,-4889.2536
"Congo, Democratic Republic of",2012,,2836.4321,-2836.4321
"Congo, Democratic Republic of",2013,,2165.8688,-2165.8688
"Congo, Republic of",1967,,214.0374,-214.0374
"Congo, Republic of",1969,,4.0570,-4.0570
"Congo, Republic of",1970,,9.6947,-9.6947
"Congo, Republic of",1971,,45.7513,-45.7513
"Congo, Republic of",1972,,55.1845,-55.1845
"Congo, Republic of",1973,,67.8173,-67.8173
"Congo, Republic of",1974,,89.2382,-89.2382
"Congo, Republic of",1975,,56.2450,-56.2450
"Congo, Republic of",1976,,498.3648,-498.3648
"Congo, Republic of",1977,,60.7830,-60.7830
"Congo, Republic of",1978,,84.3456,-84.3456
"Congo, Republic of",1979,,90.5570,-90.5570
"Congo, Republic of",1980,,349.4937,-349.4937
"Congo, Republic of",1981,,196.2528,-196.2528
"Congo, Republic of",1982,,183.2663,-183.2663
"Congo, Republic of",1983,,284.7726,-284.7726
"Congo, Republic of",1984,,117.0591,-117.0591
"Congo, Republic of",1985,,153.1967,-153.1967
"Congo, Republic of",1986,,319.1092,-319.1092
"Congo, Republic of",1987,,436.3057,-436.3057
"Congo, Republic of",1988,,130.9109,-130.9109
"Congo, Republic of",1989,,174.1986,-174.1986
"Congo, Republic of",1990,,369.9536,-369.9536
"Congo, Republic of",1991,,65.6399,-65.6399
"Congo, Republic of",1992,,264.0901,-264.0901
"Congo, Republic of",1993,,40.6880,-40.6880
"Congo, Republic of",1994,,348.2438,-348.2438
"Congo, Republic of",1995,,225.3164,-225.3164
"Congo, Republic of",1996,,373.0269,-373.0269
"Congo, Republic of",1997,,235.0059,-235.0059
"Congo, Republic of",1998,,66.6319,-66.6319
"Congo, Republic of",1999,,348.2048,-348.2048
"Congo, Republic of",2000,,81.2921,-81.2921
"Congo, Republic of",2001,,162.3395,-162.3395
"Congo, Republic of",2002,,233.3709,-233.3709
"Congo, Republic of",2003,,128.4915,-128.4915
"Congo, Republic of",2004,,382.0562,-382.0562
"Congo, Republic of",2005,,2348.4432,-2348.4432
"Congo, Republic of",2006,,538.6693,-538.6693
"Congo, Republic of",2007,,178.5644,-178.5644
"Congo, Republic of",2008,,522.9656,-522.9656
"Congo, Republic of",2009,,359.2520,-359.2520
"Congo, Republic of",2010,,1501.5666,-1501.5666
"Congo, Republic of",2011,,267.0817,-267.0817
"Congo, Republic of",2012,,188.2062,-188.2062
"Congo, Republic of",2013,,117.3318,-117.3318
Denmark,1947,,324.4109,-324.4109
Denmark,1959,,162.2055,-162.2055
Denmark,1963,,185.8881,-185.8881
Denmark,1973,201.8609,,201.8609
Denmark,1974,326.5845,,326.5845
Denmark,1975,273.8192,,273.8192
Denmark,1976,314.0163,,314.0163
Denmark,1977,420.1317,,420.1317
Denmark,1978,519.1362,,519.1362
Denmark,1979,539.4368,,539.4368
Denmark,1980,572.1899,104.2889,467.9010
Denmark,1981,551.6952,,551.6952
Denmark,1982,911.3403,,911.3403
Denmark,1983,708.5644,,708.5644
Denmark,1984,885.8730,62.0217,823.8514
Denmark,1985,1081.1017,,1081.1017
Denmark,1986,1137.9415,,1137.9415
Denmark,1987,851.8714,,851.8714
Denmark,1988,1058.9593,,1058.9593
Denmark,1989,1128.6904,,1128.6904
Denmark,1990,726.6648,,726.6648
Denmark,1991,747.6282,,747.6282
Denmark,1992,948.2851,,948.2851
Denmark,1993,1127.4883,,1127.4883
Denmark,1994,859.2007,,859.2007
Denmark,1995,1320.2856,,1320.2856
Denmark,1996,2172.5575,,2172.5575
Denmark,1997,1358.8107,,1358.8107
Denmark,1998,684.7964,,684.7964
Denmark,1999,1107.9417,,1107.9417
Denmark,2000,1826.5795,,1826.5795
Denmark,2001,1816.5731,,1816.5731
Denmark,2002,1575.4337,,1575.4337
Denmark,2003,1006.2320,,1006.2320
Denmark,2004,2232.9097,,2232.9097
Denmark,2005,1980.9369,0.4252,1980.5118
Denmark,2006,1708.3347,,1708.3347
Denmark,2007,1653.4434,,1653.4434
Denmark,2008,1614.6861,,1614.6861
Denmark,2009,2028.5164,,2028.5164
Denmark,2010,1827.5618,,1827.5618
Denmark,2011,2315.7916,,2315.7916
Denmark,2012,2042.6447,,2042.6447
Denmark,2013,2084.0878,,2084.0878
Egypt,1959,,458.2304,-458.2304
Egypt,1964,,199.3786,-199.3786
Egypt,1968,,66.9173,-66.9173
Egypt,1970,,168.0420,-168.0420
Egypt,1971,,183.0053,-183.0053
Egypt,1972,,1.0916,-1.0916
Egypt,1973,,918.0783,-918.0783
